UniqueSale,Parcel_No,SalePrice,LivingArea,LAND_SF,YR_BUILT,YR_REMOD,Last_Work,NewlyRemodeled,GROSS_AREA,LIVING_ARE,NUM_FLOORS,R_TOTAL_RM,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_FPLACE,SaleSeason,SaleMonth,Style,ZIPCODE,PTYPE,OWN_OCC,LU,STRUCTURE_,R_BLDG_STY,R_ROOF_TYP,R_EXT_FIN,HEAT_SYS,C_AC,Latitude_1,Longitud_1,FeetToParks,Neighborhood,WalkScore,TransitSco,BikeScore,FeetToMetro,MEDHHINC,PCTBACHMOR,PCTOWNEROC,PCTVACANT,PCTWHITE,CrimeIndex,NearUni,SchoolGrade,DistToCBD,NearImpBldg,NearCommonwealth,DistToPoor,NearAP,Ave_SalePr,Dist_AP,Dist_SC,Dist_Major_Road
844,1801318000,0,729,5000,1947,0,1947,0,1736,729,1,4,1,1,0,1,1,Summer,Aug,Cape,2136,101,1,R1,R,CP,G,M,1,0,42.26312,-71.10049,338,Hyde Park,87,60,58,2691,73531,17,73,2,5,2.67,0,2,44032,0,0,6582,0,429600,43370.09857,3497.515922,2305.222928
845,1801427000,340000,1063,5000,1925,0,1925,0,2255,1063,1.5,6,3,1,0,1,0,Fall,Sep,Cape,2136,101,0,R1,R,CP,G,A,1,0,42.26143,-71.10346,405,Hyde Park,87,60,58,3704,73531,17,73,2,5,2.67,1,2,28147,0,0,7593,0,398800,44306.70194,3343.046121,3317.482747
846,1801442000,426000,3362,4979,1925,0,1925,0,4798,3618,2,13,6,3,0,2,0,Summer,Aug,Conventional,2136,104,0,R2,R,CV,G,M,1,0,42.26127,-71.10212,199,Hyde Park,87,60,58,3459,73531,17,73,2,5,2.67,0,2,28095,0,0,7330,0,381600,44174.5344,3636.030485,3083.999576
847,1801481000,315000,968,5000,1963,0,1963,0,2008,968,1,8,4,2,0,1,1,Summer,Jun,Ranch,2136,101,0,R1,R,RN,G,M,1,0,42.26238,-71.1045,422,Hyde Park,87,60,58,3748,73531,17,73,2,5,2.67,0,2,28006,0,0,7644,0,351141,44152.81621,3002.87021,3348.916443
848,1801619000,482000,3648,3907,1905,0,1905,0,6584,3648,3,18,6,3,0,3,0,Winter,Dec,Decker,2126,105,0,R3,R,DK,F,A,1,0,42.26526,-71.09962,759,Hyde Park,87,60,58,2094,42031,12,24,6,8,3.33,0,2,29816,0,0,5975,0,416400,42577.17714,2925.246375,1688.472702
849,1801671000,355000,2464,3803,1905,0,1905,0,4068,2464,2,11,5,2,0,2,0,Fall,Nov,Two Fam Stack,2126,104,0,R2,R,TF,H,M,1,0,42.2675,-71.09718,617,Mattapan,86,67,64,1264,56389,10,57,3,4,4.25,0,1,28919,0,0,4964,0,441800,41539.80456,2579.801748,887.4622014
850,1801736000,490000,2291,5000,1915,0,1915,0,3922,2291,2,10,4,2,0,2,0,Summer,Jul,Two Fam Stack,2126,104,0,R2,R,TF,H,W,1,0,42.26739,-71.09846,691,Mattapan,86,67,64,1611,56389,10,57,3,4,4,0,2,29018,0,0,5266,0,414800,41748.52202,2510.997838,1230.879699
852,1801808000,385000,3354,5397,1910,0,1910,0,5018,3354,3,15,6,3,0,3,0,Fall,Oct,Decker,2126,105,0,R3,R,DK,F,P,1,0,42.26927,-71.09812,323,Mattapan,86,67,64,1647,56389,10,57,3,4,4,0,1,29312,0,0,4816,0,396800,41111.67504,2248.883929,1157.903288
853,1801905000,430000,2652,5872,1915,0,1915,0,4278,2652,2,10,5,2,0,2,0,Winter,Dec,Two Fam Stack,2126,104,1,R2,R,TF,H,M,1,0,42.27209,-71.09889,508,Mattapan,86,67,64,2400,40347,13,87,2,12,4.25,0,2,29384,0,0,4588,0,312800,40340.85529,2076.030686,1394.663294
854,1801966000,0,2468,6400,1928,0,1928,0,4096,2468,2,13,6,3,0,2,0,Winter,Dec,Two Fam Stack,2126,104,0,R2,R,TF,H,W,1,0,42.2691,-71.10124,225,Mattapan,86,67,64,2432,40347,13,87,2,12,3.85,0,2,43922,0,0,5592,0,315000,41602.12786,2149.748043,1999.404241
855,1802049000,265000,1248,4000,1987,0,1987,0,1872,1248,2,5,3,1,1,1,0,Spring,Apr,Semi Det,2126,101,0,R1,R,SD,G,M,1,0,42.2693,-71.10323,711,Mattapan,86,67,64,2974,40347,13,87,2,12,3.85,0,2,29312,0,0,6049,0,283541,41825.88259,2146.684131,2540.398756
856,1802173000,300000,1863,9121,1950,0,1950,0,2316,2122,1,5,3,1,1,1,1,Fall,Oct,Raised Ranch,2126,101,1,R1,R,RR,G,M,1,0,42.27342,-71.09915,119,Mattapan,86,67,64,2803,40680,16,49,5,5,4.25,0,2,29537,0,0,4532,0,327800,39966.82225,2101.601631,1477.152498
857,1802217000,335000,1721,4771,1957,0,1957,0,2472,1721,1,6,3,1,1,1,1,Winter,Dec,Split Level,2126,101,1,R1,R,SL,G,M,1,1,42.27392,-71.09997,129,Mattapan,86,67,64,3086,40680,16,49,5,5,4.25,0,2,28991,0,0,4718,0,320800,39931.77688,2128.875948,1697.859563
858,1802258000,299000,1344,3720,1925,0,1925,0,2108,1344,2,6,3,1,1,1,1,Spring,Mar,Colonial,2126,101,1,R1,R,CL,G,W,1,0,42.27108,-71.10106,507,Mattapan,86,67,64,2654,40347,13,87,2,12,4.25,0,2,30408,0,0,5263,0,315000,40963.87828,2041.382958,1974.028224
859,1802751060,245000,1085,5372,1956,0,1956,0,2170,1085,1,6,3,1,0,1,0,Fall,Oct,Ranch,2126,101,1,R1,R,RN,G,M,1,0,42.27131,-71.10192,628,Mattapan,86,67,64,2898,40347,13,87,2,12,4.25,0,2,30848,0,0,5456,0,325800,41017.47975,2043.599195,2208.994383
860,1802798001,280000,1438,4152,1950,1989,1989,0,2626,1438,2,7,3,1,1,1,1,Winter,Jan,Colonial,2126,101,0,R1,R,CL,G,W,1,0,42.2756,-71.10055,164,Mattapan,86,67,64,3663,58431,37,42,4,5,3.04,0,2,31142,0,0,4816,0,321000,39503.12531,2152.240865,1868.773998
861,1802975000,295000,1112,6000,1950,0,1950,0,2396,1112,1,6,3,1,1,2,1,Fall,Oct,Ranch,2126,101,0,R1,R,RN,G,M,1,0,42.27679,-71.09888,284,Mattapan,86,67,64,3794,58431,37,42,4,5,4.25,0,2,31238,0,0,4369,0,343310,38892.91003,2003.730432,1428.127147
862,1803056000,510000,3528,1864,1905,0,1905,0,4795,3528,3,17,8,3,0,3,0,Summer,Jul,Conventional,2126,105,0,R3,R,CV,L,M,1,0,42.27627,-71.09393,573,Mattapan,86,67,64,3213,48382,11,32,7,7,5.21,0,3,31950,0,0,3022,0,408600,38340.83939,1636.563548,83.61132214
863,1803237000,276550,1332,2710,1930,0,1930,0,2121,1332,2,6,3,1,1,1,0,Summer,Aug,Colonial,2126,101,0,R1,R,CL,G,M,1,0,42.2798,-71.09808,487,Mattapan,86,67,64,4724,48382,11,32,7,7,5.21,0,3,24778,0,0,4352,0,392000,37857.68339,1922.188474,1321.705788
864,1803243000,525000,3672,3514,1900,2005,2005,0,5313,3672,3,17,9,3,0,3,0,Summer,Jun,Decker,2126,105,0,R3,R,DK,F,M,1,0,42.27934,-71.09678,775,Mattapan,86,67,64,4462,48382,11,32,7,7,5.21,0,3,24456,0,0,3971,0,366310,37804.07472,1834.451227,940.1554437
865,1803374000,258000,1152,5855,1950,0,1950,0,2536,1152,1,6,4,1,1,1,1,Fall,Oct,Cape,2126,101,0,R1,R,CP,G,W,1,0,42.27393,-71.10847,64,Mattapan,86,67,64,4912,58431,37,42,4,5,3.04,0,2,24722,0,0,7000,0,338050,41213.08588,2688.164742,3998.238419
866,1803436000,340250,894,4198,1950,0,1950,0,1888,894,1,7,3,1,1,1,1,Summer,Jun,Cape,2136,101,1,R1,R,CP,G,W,1,0,42.2726,-71.10883,517,Hyde Park,87,60,58,4791,82391,18,71,3,10,2.94,0,2,24882,0,0,7150,0,321600,41665.52302,2535.577452,4087.586647
867,1803455000,450000,1977,4800,1991,0,1991,0,3294,1977,2,7,4,1,1,1,1,Summer,Aug,Colonial,2136,101,1,R1,R,CL,G,F,1,0,42.2718,-71.1087,779,Hyde Park,87,60,58,4653,82391,18,71,3,10,2.94,0,2,24752,0,0,7184,0,302650,41884.61786,2446.933186,4046.767668
868,1803520000,310000,988,4800,1950,0,1950,0,1976,988,1,6,2,1,0,1,0,Summer,Jun,Ranch,2136,101,1,R1,R,RN,G,A,1,0,42.27108,-71.108,790,Hyde Park,87,60,58,4390,82391,18,71,3,10,2.94,0,2,25701,0,0,7061,0,330650,41993.42661,2363.358556,3851.662264
869,1803558000,245000,1154,4200,1950,0,1950,0,2598,1154,1,6,2,1,0,1,0,Winter,Jan,Cape,2126,101,0,R1,R,CP,G,A,1,1,42.27071,-71.1073,688,Hyde Park,87,60,58,4170,82391,18,71,3,10,2.94,0,2,32324,0,0,6913,0,343650,41998.63393,2326.479757,3658.597985
870,1803912000,218704,1469,5040,1950,0,1950,0,2672,1469,1.5,6,3,2,0,1,1,Winter,Dec,Cape,2136,101,0,R1,R,CP,G,M,1,0,42.2662,-71.10697,1469,Hyde Park,87,60,58,3945,51979,26,20,2,6,3.09,0,2,32048,0,0,7455,0,365800,43322.65431,2266.673514,3548.207604
871,1803989000,360000,1400,3600,1925,0,1925,0,3066,1400,1,8,5,2,1,1,0,Fall,Sep,Cape,2136,101,1,R1,R,CP,G,M,1,0,42.26933,-71.10978,1062,Hyde Park,87,60,58,4722,82391,18,71,3,10,2.94,0,2,30858,0,0,7257,0,342050,42791.7708,2342.614514,4312.368005
872,1804171004,360000,1640,5210,1949,0,1949,0,2976,1640,2,7,3,1,2,1,1,Winter,Dec,Colonial,2136,101,1,R1,R,CL,G,M,1,0,42.265592,-71.109993,638,Hyde Park,87,60,58,4786,48352,10,62,4,17,4.25,0,2,31352,0,0,7821,0,355541,43954.67363,1983.902833,4386.418639
873,1804204000,0,1047,4000,1940,0,1940,0,1878,1047,1.5,7,3,1,0,1,1,Winter,Dec,Cape,2136,101,0,R1,R,CP,S,M,1,0,42.26715,-71.11003,920,Hyde Park,87,60,58,4746,82391,18,71,3,10,4.25,0,2,45824,0,0,7531,0,355541,43487.51141,2065.103434,4359.569176
874,1804295000,535000,3028,12788,1900,0,1900,0,5061,3028,2,12,6,2,0,2,0,Summer,Jul,Conventional,2136,104,0,R2,R,CV,H,M,1,0,42.26414,-71.10917,600,Hyde Park,87,60,58,4676,48352,10,62,4,17,4.25,0,2,31508,0,0,8295,0,310541,44276.16115,2122.14829,4270.001544
875,1804333000,329000,1884,2664,1930,0,1930,0,2892,1884,2,11,3,2,0,2,0,Winter,Dec,Two Fam Stack,2136,104,0,R2,R,TF,H,P,1,0,42.26471,-71.10637,989,Hyde Park,87,60,58,3890,51979,26,20,2,6,3.09,0,2,31825,0,0,7589,0,353741,43694.07266,2426.523211,3484.172789
876,1804450000,0,1339,4257,1910,2013,2013,1,2398,1339,1.5,7,3,1,1,1,0,Winter,Feb,Colonial,2136,101,1,R1,R,CL,G,W,1,0,42.2585,-71.1174,486,Hyde Park,87,60,58,7500,45000,2,48,5,23,3.26,1,6,45780,0,0,7999,0,389080,47216.76944,1972.39492,7093.386146
877,1804491000,685000,2877,6558,1900,1971,1971,0,4503,2877,2,9,5,2,0,1,0,Summer,Aug,Colonial,2131,101,1,R1,R,CL,G,M,1,1,42.28469,-71.1289,508,Roslindale,88,65,65,7090,57500,48,47,3,66,3.37,0,2,31749,0,0,3191,0,563500,41757.59031,1674.472766,3792.733314
878,1804578000,550000,1617,7473,1900,0,1900,0,2772,1617,2,6,3,1,1,1,1,Fall,Sep,Colonial,2131,101,1,R1,R,CL,G,W,1,0,42.28204,-71.13134,1328,Roslindale,88,65,65,8260,57500,48,47,3,66,3.37,0,4,32128,0,0,2034,0,504100,42909.3088,1914.28093,3139.871536
879,1804581000,421000,1542,2750,1905,1998,1998,0,2367,1542,2,5,3,1,1,1,1,Winter,Jan,Colonial,2131,101,0,R1,R,CL,G,A,1,0,42.28187,-71.13173,1405,Roslindale,88,65,65,8371,57500,48,47,3,66,3.37,0,4,32336,0,0,1919,0,529900,43027.37977,1955.344694,3017.610164
880,1804605000,516000,1488,3757,1920,2010,2010,1,2394,1488,2,7,3,1,1,1,0,Spring,May,Colonial,2131,101,1,R1,R,CL,G,M,1,0,42.28159,-71.13061,1085,Roslindale,88,65,65,8289,57500,48,47,3,66,3.37,0,4,32378,0,0,2031,0,565200,42889.36909,1881.629046,3237.758475
881,1804617000,0,2297,4200,1890,0,1890,0,3490,2058,2,8,4,1,1,1,0,Summer,Aug,Colonial,2131,101,1,R1,R,CL,G,M,1,0,42.2822,-71.1306,1173,Roslindale,88,65,65,8101,57500,48,47,3,66,3.37,0,2,45818,0,0,2207,0,565200,42727.80482,1845.874924,3344.105262
882,1804627000,660000,2538,6675,1880,0,1880,0,4199,2538,2,11,5,2,0,2,0,Summer,Jun,Two Fam Stack,2131,104,1,R2,R,TF,H,W,1,0,42.281894,-71.128302,604,Roslindale,88,65,65,7874,57500,48,47,3,66,3.37,0,1,32151,0,0,2527,0,552200,42377.57611,1748.743931,3848.030587
883,1804634000,0,1450,4452,1900,0,1900,0,2306,1450,2,6,3,1,0,1,0,Summer,Jun,Colonial,2131,101,1,R1,R,CL,G,P,1,0,42.28123,-71.1292,681,Roslindale,88,65,65,8205,57500,48,47,3,66,3.37,0,1,45471,0,0,2184,0,552200,42720.36978,1848.195236,3528.491685
884,1804717000,325000,1322,5617,1860,0,1860,0,2127,1322,2,6,3,1,1,1,0,Fall,Nov,Colonial,2131,101,0,R1,R,CL,G,M,1,0,42.28022,-71.12548,64,Roslindale,88,65,65,8095,89375,43,79,3,64,3.73,0,1,32237,0,0,2774,0,532000,42305.96261,1859.534431,4356.939986
885,1804720000,540000,1568,4597,1920,0,1920,0,2438,1350,2,7,3,1,0,1,0,Summer,Jul,Colonial,2131,101,0,R1,R,CL,G,F,1,0,42.28031,-71.12505,131,Roslindale,88,65,65,8021,89375,43,79,3,64,3.73,0,1,32457,0,0,2893,0,489000,42203.59343,1862.019144,4477.837808
886,1804794003,345000,1568,5000,1958,0,1958,0,2416,1568,2,8,3,1,1,1,0,Summer,Aug,Colonial,2131,101,1,R1,R,CL,G,W,1,0,42.27394,-71.12181,984,Roslindale,88,65,65,8271,72368,58,67,3,55,2.9,0,4,32517,0,0,3623,0,415800,43395.1768,2806.320954,5107.740497
887,1804831000,375000,1224,5720,1955,0,1955,0,2288,1224,1.5,6,3,1,0,1,0,Summer,Jul,Cape,2131,101,1,R1,R,CP,G,M,1,0,42.2737,-71.12301,735,Roslindale,88,65,65,8560,53611,29,74,3,35,3,0,4,32590,0,0,3341,0,422800,43668.53051,2727.52165,4795.196607
888,1804861002,420000,1224,5614,1986,2002,2002,0,2190,1224,1.5,6,4,2,0,1,0,Spring,May,Cape,2131,101,0,R1,R,CP,G,M,1,0,42.27362,-71.12169,921,Roslindale,88,65,65,8208,53611,29,74,3,35,3,0,4,33232,0,0,3689,0,413800,43465.19634,2826.55146,5153.268591
889,1804882000,400000,1510,9380,1950,0,1950,0,2724,1510,1.5,6,3,2,0,1,1,Winter,Jan,Cape,2131,101,1,R1,R,CP,G,W,1,0,42.27617,-71.12457,669,Roslindale,88,65,65,9236,72368,58,67,3,55,2.9,0,4,33278,0,0,2732,0,416400,43250.58076,2176.737012,4343.183024
890,1804884000,447000,803,4250,1920,0,1920,0,1820,835,1,4,2,1,0,1,0,Winter,Jan,Bungalow,2131,101,0,R1,R,BW,H,W,1,0,42.27593,-71.12431,677,Roslindale,88,65,65,9140,72368,58,67,3,55,2.9,0,4,33749,0,0,2811,0,407000,43271.32072,2239.870266,4408.618471
891,1804890000,450000,1960,4256,1964,0,1964,0,3015,1960,2,10,6,2,0,2,0,Fall,Sep,Two Fam Stack,2131,104,1,R2,R,TF,H,M,1,0,42.27666,-71.12622,560,Roslindale,88,65,65,9378,102708,48,70,3,77,3,0,4,32556,0,0,2277,0,402400,43408.04468,1926.67344,3909.884763
892,1804998000,0,1856,4535,1904,0,1904,0,3011,1856,2,7,3,1,0,1,0,Winter,Jan,Colonial,2131,101,0,R1,R,CL,G,M,1,0,42.28123,-71.13002,894,Roslindale,88,65,65,8317,102708,48,70,3,77,3,0,1,45132,0,0,2036,0,565200,42873.39341,1878.661025,3324.730893
893,1805013000,645000,3236,7000,1998,0,1998,0,4161,3236,2,8,3,2,1,1,1,Summer,Aug,Colonial,2131,101,1,R1,R,CL,H,M,1,1,42.28063,-71.13129,1211,Roslindale,88,65,65,8683,57500,48,47,3,66,3.37,0,4,32843,0,0,1645,0,492800,43269.02998,1988.799148,2922.360548
894,1805062000,550000,1490,4200,1915,0,1915,0,2544,1490,2,7,3,1,0,1,0,Fall,Oct,Colonial,2131,101,1,R1,R,CL,L,M,1,0,42.28025,-71.13204,1421,Roslindale,88,65,65,8909,57500,48,47,3,66,3.37,0,4,33298,0,0,1408,0,483800,43509.51519,1985.734935,2681.91479
895,1805092000,461000,2172,4560,1924,0,1924,0,3618,2172,2,12,6,2,0,2,0,Spring,May,Two Fam Stack,2131,104,0,R2,R,TF,G,W,1,0,42.27958,-71.13384,1710,Roslindale,88,65,65,9383,57500,48,47,3,66,3.37,0,4,34377,0,0,911,0,484400,44023.58028,1782.489915,2138.71102
896,1805095000,0,1152,5160,1915,0,1915,0,2374,1152,1,5,2,1,0,1,1,Fall,Oct,Ranch,2131,101,1,R1,R,RN,G,M,1,1,42.27987,-71.1336,1825,Roslindale,88,65,65,9259,57500,48,47,3,66,3.37,0,4,46302,0,0,1034,0,484400,43902.51467,1844.808303,2238.76809
897,1805147000,505000,3264,5237,1906,0,1906,0,5764,3264,2,13,5,2,0,2,0,Fall,Oct,Conventional,2131,104,1,R2,R,CV,H,W,1,0,42.27967,-71.13462,1708,Roslindale,88,65,65,9477,57500,48,47,3,66,3.37,0,4,34258,0,0,798,0,469600,44147.37274,1753.429922,1956.319504
898,1805157000,590000,3286,4730,1927,0,1927,0,5092,3286,3,12,6,2,0,2,0,Spring,Apr,Conventional,2131,104,1,R2,R,CV,G,M,1,0,42.278856,-71.133449,1472,Roslindale,88,65,65,9543,57500,48,47,3,66,3.37,0,4,34028,0,0,774,0,458600,44140.01661,1717.872115,2146.761669
899,1805211000,350000,1180,5164,1962,0,1962,0,2360,1180,1,5,2,2,0,1,2,Fall,Sep,Ranch,2131,101,1,R1,R,RN,G,W,1,0,42.27797,-71.13378,1137,Roslindale,88,65,65,9863,57500,48,47,3,66,3.37,0,4,33950,0,0,471,0,475600,44435.34176,1627.021536,1972.7687
900,1805228000,438000,1236,4596,1957,0,1957,0,2282,1236,1,6,3,2,0,1,1,Fall,Sep,Cape,2131,101,0,R1,R,CP,G,M,1,0,42.2762,-71.13267,681,Roslindale,88,65,65,10264,95652,30,69,2,67,2.8,0,4,32483,0,0,572,0,405000,44700.264,1813.137037,2156.362054
901,1805296000,395000,1316,7272,1920,0,1920,0,2132,1316,2,6,3,1,0,1,0,Winter,Jan,Colonial,2131,101,1,R1,R,CL,G,W,1,0,42.277001,-71.132057,1014,Roslindale,88,65,65,9928,95652,30,69,2,67,2.8,0,4,31452,0,0,700,0,435400,44373.36553,1794.759451,2361.160338
902,1805373000,580000,1890,14715,1915,0,1915,0,3330,1890,2.5,14,6,3,0,3,0,Summer,Jun,Conventional,2131,105,0,R3,R,CV,G,A,1,0,42.27723,-71.13076,1231,Roslindale,88,65,65,9687,95652,30,69,2,67,2.8,0,4,31266,0,0,1059,0,403400,44073.94772,1803.220187,2719.954317
903,1805376001,375000,1040,8070,1950,0,1950,0,1884,1040,1,5,2,1,0,1,0,Spring,May,Ranch,2131,101,1,R1,R,RN,G,W,1,0,42.27663,-71.12988,908,Roslindale,88,65,65,9776,95652,30,69,2,67,2.8,0,4,31208,0,0,1287,0,444400,44074.96809,1810.681212,2923.333146
904,1805472000,427000,1061,5200,1910,0,1910,0,2096,1061,1.5,6,3,1,0,1,1,Winter,Dec,Cape,2131,101,1,R1,R,CP,G,W,1,0,42.27899,-71.13216,1444,Roslindale,88,65,65,9315,102708,48,70,3,77,3,0,4,30386,0,0,1040,0,542200,43863.87717,1855.804202,2495.41737
905,1805531000,344000,1891,5000,1925,0,1925,0,3413,1891,1,6,2,2,0,1,0,Winter,Feb,Bungalow,2131,101,1,R1,R,BW,H,W,1,0,42.27755,-71.13063,1215,Roslindale,88,65,65,9568,102708,48,70,3,77,3,0,4,30792,0,0,1117,0,448400,43964.31276,1790.318766,2771.752919
906,1805618000,465000,1728,3200,1900,0,1900,0,2340,1440,2,7,3,1,0,1,0,Summer,Aug,Colonial,2131,101,1,R1,R,CL,G,M,1,0,42.27873,-71.13107,1165,Roslindale,88,65,65,9247,102708,48,70,3,77,3,0,4,29999,0,0,1194,0,509200,43730.37466,1815.063598,2753.346168
907,1805729000,465000,1288,7361,1950,0,1950,0,2576,1288,1,7,3,1,1,1,2,Winter,Dec,Ranch,2131,101,1,R1,R,RN,G,M,1,0,42.27449,-71.12534,360,Roslindale,88,65,65,9245,72368,58,67,3,55,2.9,0,4,30350,0,0,2651,0,421800,43851.66352,2256.06802,4138.073769
908,1805742000,0,1342,4725,1935,0,1935,0,2956,1342,1,6,3,1,0,1,0,Fall,Sep,Bungalow,2131,101,1,R1,R,BW,G,F,1,0,42.27354,-71.12481,633,Roslindale,88,65,65,9017,72368,58,67,3,55,2.9,0,4,46531,0,0,2911,0,421800,44024.21997,2514.496114,4321.148468
909,1805793000,375000,1031,7115,1961,2008,2008,1,2102,1031,1,7,2,1,1,1,1,Spring,May,Ranch,2131,101,1,R1,R,RN,G,M,1,1,42.27217,-71.13145,185,Roslindale,88,65,65,10679,85787,41,83,2,62,2.41,0,4,29330,0,0,1763,0,379400,45571.51043,2674.612996,2731.092521
910,1805858000,345000,1209,5367,1941,1989,1989,0,2233,1209,1.5,6,3,1,0,1,0,Winter,Feb,Cape,2131,101,1,R1,R,CP,G,M,1,1,42.26945,-71.13123,293,Hyde Park,87,60,58,10508,85787,41,83,2,62,2.41,0,4,29295,0,0,2540,0,350600,46283.49822,3130.838414,3312.924113
911,1806067000,336000,1100,5880,1964,0,1964,0,2277,1100,1,7,3,1,1,1,0,Summer,Jun,Raised Ranch,2131,101,1,R1,R,RR,G,M,1,0,42.27525,-71.13364,295,Roslindale,88,65,65,10694,45148,32,50,3,28,2.19,0,4,28471,0,0,574,0,425400,45132.70262,1925.89207,1879.64784
912,1806090000,364000,1075,5774,1955,0,1955,0,2430,1075,1,7,3,1,0,1,1,Summer,Aug,Cape,2131,101,1,R1,R,CP,G,M,1,0,42.27438,-71.13294,85,Roslindale,88,65,65,10882,45148,32,50,3,28,2.19,0,4,35032,0,0,924,0,424800,45238.66765,2106.309129,2100.352817
913,1806132000,365000,929,5000,1930,0,1930,0,2014,929,1,5,3,1,0,1,1,Summer,Aug,Cape,2131,101,0,R1,R,CP,G,M,1,1,42.26904,-71.13208,67,Hyde Park,87,60,58,10729,85787,41,83,2,62,2.41,0,4,35458,0,0,2543,0,346600,46546.35093,3290.741175,3242.167342
914,1806139000,460000,2080,9735,1935,0,1935,0,3372,2080,2,10,4,2,0,2,1,Summer,Jul,Two Fam Stack,2131,104,0,R2,R,TF,H,M,1,0,42.28295,-71.1117,105,Roslindale,88,65,65,6536,73077,29,70,3,38,2.31,0,3,34749,0,0,6578,0,333300,39121.55123,2312.533314,5081.621892
915,1806174000,291000,1018,2500,1910,2009,2009,1,1838,1018,1.5,7,3,1,0,1,0,Spring,Apr,Cape,2131,101,1,R1,R,CP,G,M,1,0,42.27948,-71.11385,60,Roslindale,88,65,65,7238,45945,20,35,3,36,3,0,2,34602,0,0,5710,0,381300,40471.30574,2830.535787,5517.290731
916,1806193001,276000,969,1636,1965,0,1965,0,1518,969,2,4,2,1,0,1,0,Winter,Jan,Semi Det,2131,101,0,R1,R,SD,G,M,1,0,42.280154,-71.113808,75,Roslindale,88,65,65,7380,45945,20,35,3,36,3,0,2,35370,0,0,5769,0,394700,40272.53958,2725.347077,5530.220867
917,1806238004,440000,1643,9256,1962,0,1962,0,3005,1643,2,8,4,1,1,1,1,Summer,Jun,Colonial,2131,101,1,R1,R,CL,G,M,1,0,42.28323,-71.11731,664,Roslindale,88,65,65,6454,45945,20,35,3,36,3,0,2,35184,0,0,5243,0,423700,40019.0255,1901.535701,6390.944678
918,1806261000,485000,1758,9140,1900,2004,2004,0,3225,1758,2,8,4,2,1,2,0,Summer,Aug,Conventional,2131,104,1,R2,R,CV,G,W,1,0,42.28272,-71.1173,584,Roslindale,88,65,65,6638,45945,20,35,3,36,3,0,2,35590,0,0,5165,0,414700,40157.97587,1999.31314,6547.947018
919,1806282002,417500,1107,9111,1960,0,1960,0,2326,1107,1,10,5,1,1,1,2,Winter,Feb,Ranch,2131,101,0,R1,R,RN,H,B,1,0,42.28127,-71.11685,236,Roslindale,88,65,65,7150,45945,20,35,3,36,3,0,2,35145,0,0,5082,0,411000,40481.5377,2352.26627,6402.619852
920,1806336000,320000,1696,4900,1915,1981,1981,0,3927,1696,1,7,3,1,1,1,0,Fall,Sep,Bungalow,2131,101,1,R1,R,BW,H,M,1,0,42.28057,-71.118,460,Roslindale,88,65,65,7440,45945,20,35,3,36,3,0,2,32514,0,0,4708,0,461900,40877.15808,2387.322194,6345.772379
921,1806343000,534000,2838,4275,1900,2003,2003,0,4666,2838,2.5,13,5,3,0,3,0,Spring,May,Conventional,2131,105,0,R3,R,CV,G,M,1,0,42.28091,-71.11856,339,Roslindale,88,65,65,7341,45945,20,35,3,36,3,0,2,33295,0,0,4602,0,465500,40880.74757,2220.886011,6228.629255
922,1806502000,362000,1008,5000,1970,0,1970,0,2226,1008,1,7,3,2,0,1,1,Summer,Jun,Ranch,2131,101,1,R1,R,RN,G,M,1,0,42.28566,-71.11481,275,Roslindale,88,65,65,5515,73077,29,70,3,38,2.31,0,2,35957,0,0,6264,0,509000,38906.79409,1864.614114,5578.517908
923,1806714000,433000,1710,5229,1890,0,1890,0,2912,1710,2,7,4,1,1,1,0,Summer,Aug,Colonial,2131,101,1,R1,R,CL,G,W,1,0,42.27702,-71.11758,749,Roslindale,88,65,65,7620,45945,20,35,3,36,3,0,2,35463,0,0,4616,0,381800,41802.3308,2957.179505,6251.009639
924,1806717000,390000,1365,6732,1920,0,1920,0,3176,1365,1,7,4,3,0,1,0,Spring,Apr,Bungalow,2131,101,0,R1,R,BW,G,W,1,0,42.27662,-71.11753,823,Roslindale,88,65,65,7543,45945,20,35,3,36,3,0,2,35223,0,0,4630,0,390400,41907.36386,3037.492134,6254.879717
925,1806873000,335000,1198,9405,1963,0,1963,0,2612,1198,1,4,2,1,0,1,1,Spring,Mar,Cape,2136,101,0,R1,R,CP,G,M,1,0,42.27502,-71.11768,428,Roslindale,88,65,65,7343,53611,29,74,3,35,3,0,4,35203,0,0,4634,0,383600,42388.63252,3261.235896,6199.78964
926,1807172000,365000,1372,5597,1935,0,1935,0,2280,1372,2,7,4,1,1,1,1,Fall,Oct,Colonial,2136,101,1,R1,R,CL,G,M,1,0,42.26833,-71.11239,513,Hyde Park,87,60,58,5391,73750,30,33,3,26,3,0,4,34769,0,0,6766,0,366100,43492.96383,2107.858579,5011.004831
927,1807258000,390000,1620,3046,2003,0,2003,0,2524,1600,2,7,4,2,1,1,1,Spring,May,Colonial,2131,101,1,R1,R,CL,G,F,1,1,42.27224,-71.11225,37,Hyde Park,87,60,58,5615,57202,29,71,2,24,2.96,0,2,34070,0,0,6282,0,372050,42309.376,2750.922092,5010.940884
